# Sequence-ID	TFO start	TFO end	Duplex-ID	TTS start	TTS end	Score	Error-rate	Errors	Motif	Strand	Orientation	Guanine-rate
TCONS_00011601	225	255		499	529	27	0.1	t11t18t23	Y	+	P	0.63
TCONS_00011601	221	243		495	517	20	0.091	t1t15	Y	+	P	0.64
TCONS_00011601	223	253		497	527	27	0.1	t13t20t25	Y	+	P	0.63
TCONS_00011601	224	254		498	528	27	0.1	t12t19t24	Y	+	P	0.63
TCONS_00011601	225	255		499	529	27	0.1	t11t18t23	Y	+	P	0.63
TCONS_00011601	217	238		501	522	19	0.095	t8t16	Y	+	P	0.67
TCONS_00011601	226	246		510	530	18	0.1	t7t12	Y	+	P	0.65
TCONS_00011601	237	253		501	517	15	0.062	t9	Y	+	P	0.75
TCONS_00011601	232	253		501	522	19	0.095	t9t16	Y	+	P	0.71
TCONS_00011601	298	313		500	515	14	0.067	o9	Y	+	P	0.6
TCONS_00011601	351	366		500	515	14	0.067	t5	Y	+	P	0.6
TCONS_00011601	219	240		523	544	19	0.095	t6t13	Y	+	P	0.62
TCONS_00011601	233	255		537	559	20	0.091	d7t10	Y	+	P	0.68
TCONS_00011601	244	265		548	569	19	0.095	t11d16	Y	+	P	0.62
TCONS_00011601	234	255		523	544	19	0.095	t7t13	Y	+	P	0.67
TCONS_00011601	339	359		521	541	18	0.1	t1t4	Y	+	P	0.6
TCONS_00011601	341	362		523	544	19	0.095	t2t18	Y	+	P	0.57
TCONS_00011601	344	364		526	546	18	0.1	t15d18	Y	+	P	0.6
TCONS_00011601	227	247		546	566	18	0.1	t1d18	Y	+	P	0.7
TCONS_00011601	229	250		548	569	19	0.095	d16t18	Y	+	P	0.67
TCONS_00011601	206	223		530	547	16	0.059	d14	Y	+	P	0.65
TCONS_00011601	227	250		541	564	21	0.087	d3t6	Y	+	P	0.7
TCONS_00011601	231	252		545	566	19	0.095	t2d19	Y	+	P	0.71
TCONS_00011601	234	256		548	570	20	0.091	d16t18	Y	+	P	0.64
TCONS_00011601	209	225		548	564	15	0.062	t3	Y	+	P	0.69
TCONS_00021426	38	53		487	502	14	0.067	o7	R	+	A	0.6
TCONS_00021427	54	69		487	502	14	0.067	o7	R	+	A	0.6
TCONS_00039411	7049	7065		505	521	15	0.062	t11	Y	+	P	0.62
TCONS_00039411	7040	7061		516	537	19	0.095	t4t8	Y	+	P	0.52
TCONS_00039411	7045	7065		521	541	18	0.1	t3t16	Y	+	P	0.55
TCONS_00039411	7040	7055		562	577	14	0.067	d2	Y	+	P	0.47
TCONS_00039416	337	352		528	543	14	0.067	t3	R	+	A	0.6
TCONS_00055749	2275	2290		528	543	14	0.067	o11	Y	+	P	0.6
TCONS_00055750	2557	2572		528	543	14	0.067	o11	Y	+	P	0.6
TCONS_00067824	1251	1266		514	529	14	0.067	t4	R	+	A	0.67
TCONS_00071317	1259	1276		481	498	16	0.059	t6	Y	+	P	0.59
TCONS_00071317	1267	1284		523	540	16	0.059	t12	Y	+	P	0.59
TCONS_00071317	1625	1642		484	501	16	0.059	t15	M	+	P	0.59
TCONS_00141346	1456	1471		525	540	14	0.067	t8	R	+	A	0.67
TCONS_00170397	2192	2209		493	510	16	0.059	o1	R	+	A	0.59
TCONS_00170397	2190	2207		495	512	16	0.059	o15	R	+	A	0.59
TCONS_00076444	3908	3923		511	526	14	0.067	t4	Y	+	P	0.33
TCONS_00039405	4291	4306		279	294	14	0.067	o3	M	-	P	0.47
TCONS_00039411	5661	5676		279	294	14	0.067	o3	M	-	P	0.47
TCONS_00071317	1273	1289		275	291	15	0.062	d3	Y	-	P	0.44
TCONS_00039422	2770	2785		530	545	14	0.067	b7	M	-	P	0.33
TCONS_00011596	214	229		835	850	14	0.067	d9	Y	-	P	0.67
TCONS_00011600	212	227		835	850	14	0.067	d9	Y	-	P	0.67
TCONS_00011601	214	229		835	850	14	0.067	d9	Y	-	P	0.67
TCONS_00021426	224	239		247	262	14	0.067	t12	R	-	A	0.4
TCONS_00021426	223	238		240	255	14	0.067	t2	R	-	A	0.33
TCONS_00063124	435	450		244	259	14	0.067	o8	M	-	P	0.33
TCONS_00064084	334	356		243	265	20	0.091	t10d19	R	-	A	0.41
TCONS_00064084	279	298		242	261	18	0.053	t5	R	-	A	0.37
TCONS_00064084	618	636		243	261	17	0.056	t10	R	-	A	0.39
TCONS_00067531	328	344		238	254	15	0.062	t10	M	-	A	0.25
TCONS_00071317	1248	1264		244	260	15	0.062	t13	Y	-	P	0.38
TCONS_00071317	1251	1266		242	257	14	0.067	t1	Y	-	P	0.33
TCONS_00092424	254	271		244	261	16	0.059	t2	R	-	A	0.41
TCONS_00151055	1542	1557		244	259	14	0.067	t6	R	-	A	0.27
TCONS_00167746	1293	1309		240	256	15	0.062	t13	Y	-	P	0.31
TCONS_00064084	117	133		136	152	15	0.062	t4	R	-	A	0.5
TCONS_00064084	109	124		137	152	14	0.067	t3	R	-	A	0.47
TCONS_00064084	408	423		137	152	14	0.067	t3	R	-	A	0.47
TCONS_00064084	196	213		137	154	16	0.059	t3	R	-	A	0.53
TCONS_00064084	160	177		137	154	16	0.059	t3	R	-	A	0.53
TCONS_00141346	1388	1404		138	154	15	0.062	o5	Y	-	P	0.62
TCONS_00170397	2174	2189		743	758	14	0.067	b5	R	-	A	0.67
TCONS_00011596	214	229		982	997	14	0.067	t2	Y	-	P	0.67
TCONS_00011596	229	244		982	997	14	0.067	t3	Y	-	P	0.73
TCONS_00011596	234	249		982	997	14	0.067	t3	Y	-	P	0.73
TCONS_00011596	239	254		982	997	14	0.067	t3	Y	-	P	0.73
TCONS_00011596	244	259		982	997	15	0		Y	-	P	0.73
TCONS_00011600	212	227		982	997	14	0.067	t2	Y	-	P	0.67
TCONS_00011600	227	242		982	997	14	0.067	t3	Y	-	P	0.73
TCONS_00011600	232	247		982	997	14	0.067	t3	Y	-	P	0.73
TCONS_00011600	237	252		982	997	14	0.067	t3	Y	-	P	0.73
TCONS_00011600	242	257		982	997	15	0		Y	-	P	0.73
TCONS_00011601	214	229		982	997	14	0.067	t2	Y	-	P	0.67
TCONS_00011601	229	244		982	997	14	0.067	t3	Y	-	P	0.73
TCONS_00011601	234	249		982	997	14	0.067	t3	Y	-	P	0.73
TCONS_00011601	239	254		982	997	14	0.067	t3	Y	-	P	0.73
TCONS_00011601	244	259		982	997	15	0		Y	-	P	0.73
TCONS_00067824	1251	1268		980	997	16	0.059	o15	R	-	A	0.65
TCONS_00079871	378	393		979	994	14	0.067	t6	Y	-	P	0.73
TCONS_00039419	860	875		66	81	14	0.067	o11	Y	+	P	0.47
TCONS_00051592	2635	2650		302	317	14	0.067	t12	Y	-	P	0.13
TCONS_00064084	2285	2300		302	317	14	0.067	t12	M	-	P	0.13
TCONS_00075522	360	375		302	317	14	0.067	o2	R	-	A	0.13
TCONS_00091949	1934	1949		302	317	14	0.067	t12	R	-	A	0.13
TCONS_00091950	1934	1949		302	317	14	0.067	t12	R	-	A	0.13
TCONS_00052443	2690	2705		393	408	14	0.067	t12	M	-	A	0.2
TCONS_00067531	324	339		400	415	14	0.067	t12	M	-	P	0.27
TCONS_00075522	75	90		402	417	14	0.067	b13	Y	-	P	0.4
TCONS_00075522	77	92		400	415	14	0.067	t1	Y	-	P	0.33
TCONS_00076444	4076	4091		397	412	14	0.067	o11	M	-	P	0.27
TCONS_00087985	3260	3275		393	408	14	0.067	t6	R	-	A	0.13
TCONS_00091949	1923	1938		393	408	14	0.067	o4	R	-	A	0.13
TCONS_00091950	1923	1938		393	408	14	0.067	o4	R	-	A	0.13
TCONS_00092424	2565	2580		394	409	14	0.067	t5	Y	-	P	0.2
TCONS_00097687	1195	1210		393	408	14	0.067	t4	Y	-	P	0.13
TCONS_00114781	25	40		400	415	14	0.067	t4	Y	-	P	0.27
TCONS_00140475	2263	2278		398	413	14	0.067	t10	M	-	P	0.27
TCONS_00151055	1548	1563		393	408	15	0		R	-	A	0.2
TCONS_00064084	189	204		474	489	14	0.067	d8	R	-	A	0.27
TCONS_00108869	867	883		484	500	15	0.062	d6	M	-	P	0.31
TCONS_00052443	2691	2706		652	667	14	0.067	t11	M	+	P	0.2
TCONS_00076444	881	896		652	667	14	0.067	o1	M	+	P	0.2
TCONS_00087985	3260	3275		652	667	14	0.067	t5	R	+	A	0.13
TCONS_00140475	2267	2282		652	667	14	0.067	t3	M	+	A	0.13
TCONS_00140794	425	440		652	667	14	0.067	t3	M	+	A	0.13
TCONS_00151055	1421	1436		652	667	14	0.067	t3	Y	+	P	0.13
TCONS_00052443	5987	6002		701	716	14	0.067	t10	R	+	A	0.4
TCONS_00054058	49	69		699	719	18	0.1	o1o10	M	+	A	0.5
TCONS_00118745	3162	3177		700	715	14	0.067	o8	Y	+	P	0.47
TCONS_00167180	2875	2891		706	722	15	0.062	t10	R	+	A	0.38
TCONS_00049112	93	108		949	964	14	0.067	o3	R	-	A	0.33
TCONS_00052443	2700	2720		945	965	18	0.1	t6t13	M	-	A	0.25
TCONS_00052443	6419	6434		950	965	14	0.067	t3	M	-	P	0.33
TCONS_00064084	301	316		950	965	15	0		R	-	A	0.33
TCONS_00064084	268	283		950	965	14	0.067	t13	R	-	A	0.33
TCONS_00064084	486	501		948	963	14	0.067	t7	R	-	A	0.33
TCONS_00064084	465	480		948	963	14	0.067	t1	R	-	A	0.33
TCONS_00064084	596	612		949	965	16	0		R	-	A	0.31
TCONS_00064084	565	580		948	963	14	0.067	t7	R	-	A	0.33
TCONS_00064084	544	559		948	963	14	0.067	t1	R	-	A	0.33
TCONS_00039408	1414	1429		444	459	14	0.067	t9	R	+	A	0.47
TCONS_00039410	1414	1429		444	459	14	0.067	t9	R	+	A	0.47
TCONS_00075522	382	397		951	966	14	0.067	o12	R	-	A	0.33
TCONS_00087985	969	985		951	967	15	0.062	o4	M	-	P	0.31
TCONS_00140475	246	261		957	972	14	0.067	o13	R	-	A	0.33
TCONS_00140475	990	1005		957	972	14	0.067	o1	M	-	P	0.27
TCONS_00140475	777	794		954	971	16	0.059	o2	R	-	A	0.29
TCONS_00140476	711	726		957	972	14	0.067	o1	M	-	P	0.27
TCONS_00140476	777	794		954	971	16	0.059	o2	R	-	A	0.29
TCONS_00140477	777	794		954	971	16	0.059	o2	R	-	A	0.29
TCONS_00167180	1040	1056		946	962	15	0.062	d1	M	-	A	0.44
TCONS_00011596	243	258		831	846	14	0.067	t11	Y	+	P	0.73
TCONS_00011600	241	256		831	846	14	0.067	t11	Y	+	P	0.73
TCONS_00011601	243	258		831	846	14	0.067	t11	Y	+	P	0.73
TCONS_00039408	1409	1430		813	834	19	0.095	t16t18	R	+	A	0.48
TCONS_00039410	1409	1430		813	834	19	0.095	t16t18	R	+	A	0.48
TCONS_00039411	7041	7057		811	827	15	0.062	t14	Y	+	P	0.44
TCONS_00039416	1504	1519		812	827	14	0.067	t5	R	+	A	0.47
TCONS_00052443	2728	2743		811	826	14	0.067	o2	R	+	A	0.33
TCONS_00063124	124	139		818	833	15	0		R	+	A	0.53
TCONS_00063256	730	745		829	844	14	0.067	o6	M	+	A	0.6
TCONS_00065788	1873	1888		831	846	14	0.067	t1	R	+	A	0.8
TCONS_00065789	1876	1891		831	846	14	0.067	t1	R	+	A	0.8
TCONS_00079871	377	394		829	846	16	0.059	t1	Y	+	P	0.71
TCONS_00087985	2178	2193		816	831	14	0.067	t3	R	+	A	0.4
TCONS_00151055	1433	1448		829	844	14	0.067	t2	M	+	P	0.6
TCONS_00190253	33	48		812	827	14	0.067	t4	Y	+	P	0.47
TCONS_00190254	50	65		812	827	14	0.067	t4	Y	+	P	0.47
TCONS_00190258	85	100		812	827	14	0.067	t4	Y	+	P	0.47
TCONS_00064084	472	490		851	869	17	0.056	t13	R	+	A	0.44
TCONS_00064084	551	569		851	869	17	0.056	t13	R	+	A	0.44
TCONS_00190253	2787	2802		854	869	14	0.067	t10	Y	+	P	0.47
TCONS_00190254	2788	2803		854	869	14	0.067	t10	Y	+	P	0.47
TCONS_00190258	2787	2802		854	869	14	0.067	t10	Y	+	P	0.47
TCONS_00039422	1723	1738		697	712	14	0.067	b8	M	-	A	0.53
TCONS_00071317	1632	1647		695	710	14	0.067	b10	M	-	A	0.6
TCONS_00011596	281	297		626	642	15	0.062	t1	Y	+	P	0.62
TCONS_00011600	279	295		626	642	15	0.062	t1	Y	+	P	0.62
TCONS_00011601	281	297		626	642	15	0.062	t1	Y	+	P	0.62
TCONS_00167741	831	848		368	385	16	0.059	d6	Y	-	P	0.41
TCONS_00039411	7047	7062		472	487	14	0.067	t12	Y	-	P	0.47
TCONS_00064084	475	490		305	320	14	0.067	d13	R	-	A	0.47
TCONS_00064084	554	569		305	320	14	0.067	d13	R	-	A	0.47
TCONS_00052443	5962	5977		930	945	14	0.067	t11	R	-	A	0.73
TCONS_00065788	1872	1887		929	944	15	0		R	-	A	0.87
TCONS_00065789	1875	1890		929	944	15	0		R	-	A	0.87
TCONS_00140475	297	313		932	948	15	0.062	t2	Y	-	P	0.56
TCONS_00140476	297	313		932	948	15	0.062	t2	Y	-	P	0.56
TCONS_00140477	297	313		932	948	15	0.062	t2	Y	-	P	0.56
TCONS_00151055	694	709		929	944	14	0.067	t3	M	-	A	0.87
TCONS_00151055	1432	1448		932	948	15	0.062	t11	M	-	P	0.56
TCONS_00065788	1872	1887		862	877	14	0.067	d11	R	+	A	0.87
TCONS_00065789	1875	1890		862	877	14	0.067	d11	R	+	A	0.87
TCONS_00151055	694	709		862	877	14	0.067	d11	M	+	A	0.87
TCONS_00011596	313	328		45	60	14	0.067	t11	Y	-	P	0.53
TCONS_00011600	311	326		45	60	14	0.067	t11	Y	-	P	0.53
TCONS_00011601	313	328		45	60	14	0.067	t11	Y	-	P	0.53
TCONS_00039410	2087	2103		46	62	15	0.062	t14	R	-	A	0.44
TCONS_00039411	2087	2103		46	62	15	0.062	t14	R	-	A	0.44
TCONS_00039413	2087	2103		46	62	15	0.062	t14	R	-	A	0.44
TCONS_00039418	2087	2103		46	62	15	0.062	t14	R	-	A	0.44
TCONS_00039419	3042	3058		46	62	15	0.062	t14	R	-	A	0.44
TCONS_00064084	468	483		45	60	14	0.067	t5	R	-	A	0.47
TCONS_00064084	520	535		45	60	14	0.067	t5	R	-	A	0.47
TCONS_00064084	547	562		45	60	14	0.067	t5	R	-	A	0.47
TCONS_00191313	77	92		46	61	14	0.067	t6	R	-	A	0.4
TCONS_00191314	77	92		46	61	14	0.067	t6	R	-	A	0.4
TCONS_00039411	7051	7066		540	555	14	0.067	d8	Y	-	P	0.53
TCONS_00064084	286	302		515	531	15	0.062	d5	R	-	A	0.38
TCONS_00064084	663	679		515	531	15	0.062	d5	R	-	A	0.38
TCONS_00064084	737	752		514	529	14	0.067	b6	R	-	A	0.33
TCONS_00052443	6045	6060		97	112	14	0.067	d11	R	-	A	0.4
TCONS_00082787	2388	2403		139	154	14	0.067	d9	Y	-	P	0.2
TCONS_00076444	4075	4090		450	465	14	0.067	o4	M	-	A	0.2
TCONS_00082787	1485	1501		450	466	15	0.062	o13	Y	-	P	0.12
TCONS_00091949	1925	1941		464	480	15	0.062	b2	R	-	A	0.12
TCONS_00091950	1925	1941		464	480	15	0.062	b2	R	-	A	0.12
TCONS_00097687	1196	1211		451	466	14	0.067	t2	Y	-	P	0.13
TCONS_00140475	1819	1835		450	466	15	0.062	o8	M	-	P	0.12
TCONS_00140475	1817	1837		459	479	18	0.1	d7o9	M	-	A	0.1
TCONS_00140475	1818	1834		450	466	15	0.062	o8	M	-	A	0.12
TCONS_00140475	2264	2281		459	476	16	0.059	d7	M	-	P	0.18
TCONS_00140475	2264	2281		454	471	16	0.059	d12	M	-	P	0.18
TCONS_00140475	2264	2283		447	466	18	0.053	d2	M	-	P	0.21
TCONS_00140475	2264	2282		461	479	17	0.056	d5	M	-	A	0.17
TCONS_00140475	2264	2281		456	473	16	0.059	d10	M	-	A	0.18
TCONS_00140475	2264	2281		451	468	16	0.059	d15	M	-	A	0.18
TCONS_00140794	419	439		454	474	18	0.1	d12o18	M	-	P	0.2
TCONS_00140794	421	439		459	477	17	0.056	d7	M	-	P	0.17
TCONS_00140794	422	440		448	466	17	0.056	d1	M	-	P	0.17
TCONS_00140794	419	440		458	479	19	0.095	o1d8	M	-	A	0.19
TCONS_00140794	419	439		453	473	18	0.1	o1d13	M	-	A	0.2
TCONS_00140794	421	439		450	468	17	0.056	d16	M	-	A	0.17
TCONS_00151055	1420	1436		464	480	15	0.062	d2	Y	-	P	0.12
TCONS_00151055	1420	1435		450	465	14	0.067	t13	Y	-	P	0.13
TCONS_00151055	1422	1437		448	463	14	0.067	d1	Y	-	P	0.13
TCONS_00151055	1550	1566		464	480	15	0.062	d2	R	-	A	0.12
TCONS_00152778	766	781		465	480	14	0.067	d1	R	-	A	0.13
TCONS_00152778	766	781		450	465	14	0.067	t13	R	-	A	0.13
TCONS_00167741	822	838		450	466	15	0.062	t8	Y	-	P	0.12
TCONS_00070550	183	198		597	612	14	0.067	o12	R	-	A	0.53
TCONS_00167180	2720	2735		627	642	14	0.067	b4	M	-	A	0.87
TCONS_00039416	423	438		82	97	14	0.067	b13	R	+	A	0.4
TCONS_00003167	189	205		133	149	15	0.062	t1	Y	+	P	0.44
TCONS_00021343	618	634		125	141	15	0.062	o2	R	+	A	0.38
TCONS_00021426	16	32		122	138	15	0.062	t12	R	+	A	0.31
TCONS_00021427	32	48		122	138	15	0.062	t12	R	+	A	0.31
TCONS_00053188	800	815		123	138	15	0		Y	+	P	0.33
TCONS_00054058	296	311		123	138	14	0.067	o8	Y	+	P	0.27
TCONS_00067531	324	340		122	138	15	0.062	t3	M	+	A	0.25
TCONS_00068500	118	135		127	144	16	0.059	o12	R	+	A	0.41
TCONS_00071317	1271	1289		109	127	17	0.056	d12	Y	+	P	0.39
TCONS_00071317	1251	1266		119	134	14	0.067	d2	Y	+	P	0.33
TCONS_00071317	1254	1276		122	144	20	0.091	t12t15	Y	+	P	0.41
TCONS_00167180	2873	2889		129	145	15	0.062	t12	R	+	A	0.38
TCONS_00167741	81	97		124	140	15	0.062	o7	Y	+	P	0.38
TCONS_00064084	123	138		175	190	14	0.067	d6	R	+	A	0.4
TCONS_00051592	1787	1803		140	156	15	0.062	d11	M	+	P	0.31
TCONS_00170397	922	939		888	905	16	0.059	d10	Y	+	P	0.41
TCONS_00052443	6105	6121		511	527	15	0.062	t8	R	+	A	0.56
TCONS_00064084	281	303		564	586	20	0.091	t12d14	R	+	A	0.5
TCONS_00064084	442	457		563	578	15	0		R	+	A	0.6
TCONS_00064084	470	486		565	581	15	0.062	d13	R	+	A	0.5
TCONS_00064084	711	732		563	584	19	0.095	t6d15	R	+	A	0.52
TCONS_00064084	670	692		564	586	20	0.091	t5d14	R	+	A	0.5
TCONS_00064084	720	735		563	578	14	0.067	t12	R	+	A	0.53
TCONS_00064084	703	725		564	586	20	0.091	t2d14	R	+	A	0.5
TCONS_00064084	699	714		563	578	14	0.067	o12	R	+	A	0.53
TCONS_00064084	668	683		561	576	14	0.067	d1	R	+	A	0.6
TCONS_00064084	666	681		563	578	14	0.067	t13	R	+	A	0.53
TCONS_00064084	619	641		564	586	20	0.091	d14t18	R	+	A	0.5
TCONS_00064084	549	565		565	581	15	0.062	d13	R	+	A	0.5
TCONS_00064084	523	539		570	586	15	0.062	d8	R	+	A	0.5
TCONS_00064084	745	766		565	586	19	0.095	t4d13	R	+	A	0.48
TCONS_00064084	724	740		570	586	15	0.062	d8	R	+	A	0.5
TCONS_00190253	2786	2801		563	578	14	0.067	t1	Y	+	P	0.53
TCONS_00190253	2788	2804		565	581	15	0.062	d13	Y	+	P	0.5
TCONS_00190254	2787	2802		563	578	14	0.067	t1	Y	+	P	0.53
TCONS_00190254	2789	2805		565	581	15	0.062	d13	Y	+	P	0.5
TCONS_00190258	2786	2801		563	578	14	0.067	t1	Y	+	P	0.53
TCONS_00190258	2788	2804		565	581	15	0.062	d13	Y	+	P	0.5
TCONS_00011596	235	255		683	703	18	0.1	t9d18	Y	-	P	0.7
TCONS_00011596	237	259		679	701	20	0.091	d3t13	Y	-	P	0.73
TCONS_00011596	242	262		686	706	18	0.1	d15d17	Y	-	P	0.7
TCONS_00011596	245	265		683	703	18	0.1	t2d18	Y	-	P	0.65
TCONS_00011596	247	269		679	701	20	0.091	d3t6	Y	-	P	0.68
TCONS_00011596	230	250		683	703	18	0.1	t9d18	Y	-	P	0.7
TCONS_00011596	232	254		679	701	20	0.091	d3t13	Y	-	P	0.73
TCONS_00011596	215	235		683	703	18	0.1	t8d18	Y	-	P	0.65
TCONS_00011596	217	239		679	701	20	0.091	d3t12	Y	-	P	0.68
TCONS_00011596	227	249		679	701	20	0.091	d3t13	Y	-	P	0.73
TCONS_00011600	233	253		683	703	18	0.1	t9d18	Y	-	P	0.7
TCONS_00011600	235	257		679	701	20	0.091	d3t13	Y	-	P	0.73
TCONS_00011600	240	260		686	706	18	0.1	d15d17	Y	-	P	0.7
TCONS_00011600	243	263		683	703	18	0.1	t2d18	Y	-	P	0.65
TCONS_00011600	245	267		679	701	20	0.091	d3t6	Y	-	P	0.68
TCONS_00011600	228	248		683	703	18	0.1	t9d18	Y	-	P	0.7
TCONS_00011600	230	252		679	701	20	0.091	d3t13	Y	-	P	0.73
TCONS_00011600	213	233		683	703	18	0.1	t8d18	Y	-	P	0.65
TCONS_00011600	215	237		679	701	20	0.091	d3t12	Y	-	P	0.68
TCONS_00011600	225	247		679	701	20	0.091	d3t13	Y	-	P	0.73
TCONS_00011601	235	255		683	703	18	0.1	t9d18	Y	-	P	0.7
TCONS_00011601	237	259		679	701	20	0.091	d3t13	Y	-	P	0.73
TCONS_00011601	242	262		686	706	18	0.1	d15d17	Y	-	P	0.7
TCONS_00011601	245	265		683	703	18	0.1	t2d18	Y	-	P	0.65
TCONS_00011601	247	269		679	701	20	0.091	d3t6	Y	-	P	0.68
TCONS_00011601	230	250		683	703	18	0.1	t9d18	Y	-	P	0.7
TCONS_00011601	232	254		679	701	20	0.091	d3t13	Y	-	P	0.73
TCONS_00011601	215	235		683	703	18	0.1	t8d18	Y	-	P	0.65
TCONS_00011601	217	239		679	701	20	0.091	d3t12	Y	-	P	0.68
TCONS_00011601	227	249		679	701	20	0.091	d3t13	Y	-	P	0.73
TCONS_00039408	1871	1887		679	695	15	0.062	b3	Y	-	P	0.69
TCONS_00039410	1871	1887		679	695	15	0.062	b3	Y	-	P	0.69
TCONS_00065788	1869	1884		686	701	14	0.067	t7	R	-	A	0.73
TCONS_00065789	1872	1887		686	701	14	0.067	t7	R	-	A	0.73
TCONS_00167180	2874	2889		888	903	14	0.067	t10	R	-	A	0.4
TCONS_00076444	2014	2030		463	479	15	0.062	d10	Y	-	P	0.38
TCONS_00065788	1876	1891		160	175	14	0.067	b5	M	-	A	0.87
TCONS_00065789	1879	1894		160	175	14	0.067	b5	M	-	A	0.87
TCONS_00011596	287	304		972	989	16	0.059	t4	Y	-	P	0.59
TCONS_00011600	285	302		972	989	16	0.059	t4	Y	-	P	0.59
TCONS_00011601	287	304		972	989	16	0.059	t4	Y	-	P	0.59
TCONS_00071317	1268	1284		973	989	15	0.062	t7	Y	-	P	0.56
TCONS_00020546	252	268		887	903	15	0.062	o2	Y	+	P	0.19
TCONS_00051592	2638	2653		883	898	14	0.067	o12	Y	+	P	0.13
TCONS_00052443	2690	2705		888	903	14	0.067	t4	M	+	P	0.2
TCONS_00052443	2696	2712		884	900	15	0.062	t9	M	+	A	0.19
TCONS_00064084	2288	2308		883	903	19	0.05	t16	M	+	P	0.15
TCONS_00064084	2288	2303		883	898	15	0		M	+	A	0.13
TCONS_00064084	2278	2299		883	904	19	0.095	t3t7	M	+	A	0.19
TCONS_00064084	2297	2312		888	903	14	0.067	t11	M	+	A	0.13
TCONS_00082787	3820	3836		883	899	15	0.062	o4	M	+	P	0.12
TCONS_00082787	3820	3835		883	898	14	0.067	o10	M	+	A	0.13
TCONS_00091949	1929	1946		883	900	17	0		R	+	A	0.18
TCONS_00091950	1929	1946		883	900	17	0		R	+	A	0.18
TCONS_00097687	1521	1538		883	900	16	0.059	t12	R	+	A	0.18
TCONS_00118745	2957	2972		887	902	14	0.067	o13	R	+	A	0.13
TCONS_00140475	1859	1874		888	903	14	0.067	t11	M	+	A	0.13
TCONS_00151055	1420	1435		888	903	14	0.067	t12	Y	+	P	0.13
TCONS_00151055	1543	1558		883	898	14	0.067	t5	R	+	A	0.13
TCONS_00151055	1411	1426		888	903	14	0.067	o13	M	+	A	0.2
TCONS_00152778	766	781		888	903	14	0.067	t12	R	+	A	0.13
TCONS_00167180	1215	1231		883	899	15	0.062	o1	R	+	A	0.12
TCONS_00167741	827	842		887	902	14	0.067	t11	Y	+	P	0.2
TCONS_00201716	1454	1469		889	904	14	0.067	t6	M	+	A	0.27
TCONS_00052443	2704	2720		340	356	16	0		M	-	P	0.19
TCONS_00052443	2705	2721		340	356	16	0		M	-	A	0.19
TCONS_00053273	279	296		340	357	16	0.059	o13	M	-	P	0.24
TCONS_00053273	281	297		340	356	15	0.062	o1	M	-	A	0.19
TCONS_00063256	3896	3912		340	356	15	0.062	o2	M	-	P	0.19
TCONS_00063256	3897	3913		340	356	15	0.062	o12	M	-	A	0.19
TCONS_00064084	303	318		342	357	14	0.067	t6	R	-	A	0.27
TCONS_00064084	599	614		342	357	14	0.067	t6	R	-	A	0.27
TCONS_00064084	2294	2310		340	356	15	0.062	t7	M	-	P	0.12
TCONS_00064084	2295	2311		340	356	15	0.062	t7	M	-	A	0.12
TCONS_00071317	2629	2645		340	356	15	0.062	o5	R	-	A	0.19
TCONS_00076444	3905	3920		341	356	14	0.067	t8	Y	-	P	0.2
TCONS_00082787	1468	1484		340	356	15	0.062	t7	M	-	P	0.12
TCONS_00082787	1469	1484		340	355	14	0.067	t7	M	-	A	0.13
TCONS_00082787	2080	2095		342	357	14	0.067	o11	M	-	P	0.27
TCONS_00082787	2092	2107		342	357	14	0.067	o11	M	-	P	0.27
TCONS_00082787	2084	2099		342	357	14	0.067	o11	M	-	A	0.27
TCONS_00140475	1831	1848		340	357	16	0.059	t7	M	-	P	0.18
TCONS_00140475	1837	1854		340	357	16	0.059	t7	M	-	P	0.18
TCONS_00140475	1843	1860		340	357	16	0.059	t7	M	-	P	0.18
TCONS_00140475	1849	1866		340	357	16	0.059	t7	M	-	P	0.18
TCONS_00140475	1855	1872		340	357	16	0.059	t7	M	-	P	0.18
TCONS_00140475	1827	1842		340	355	14	0.067	t7	M	-	P	0.13
TCONS_00140475	1851	1868		340	357	16	0.059	t7	M	-	A	0.18
TCONS_00140475	1845	1862		340	357	16	0.059	t7	M	-	A	0.18
TCONS_00140475	1839	1856		340	357	16	0.059	t7	M	-	A	0.18
TCONS_00140475	1833	1850		340	357	16	0.059	t7	M	-	A	0.18
TCONS_00140475	1827	1844		340	357	16	0.059	t7	M	-	A	0.18
TCONS_00140475	1857	1873		340	356	15	0.062	t7	M	-	A	0.12
TCONS_00140475	285	300		340	355	14	0.067	o4	Y	-	P	0.13
TCONS_00140476	285	300		340	355	14	0.067	o4	Y	-	P	0.13
TCONS_00140477	623	640		340	357	16	0.059	t7	M	-	P	0.18
TCONS_00140477	625	640		340	355	14	0.067	t7	M	-	A	0.13
TCONS_00140477	285	300		340	355	14	0.067	o4	Y	-	P	0.13
TCONS_00011596	263	284		601	622	19	0.095	d2t12	Y	-	P	0.52
TCONS_00011600	261	282		601	622	19	0.095	d2t12	Y	-	P	0.52
TCONS_00011601	263	284		601	622	19	0.095	d2t12	Y	-	P	0.52
TCONS_00052443	5959	5974		609	624	14	0.067	t6	R	-	A	0.6
TCONS_00063124	2596	2611		606	621	14	0.067	t10	M	-	P	0.53
TCONS_00064084	491	506		588	603	14	0.067	t7	R	-	A	0.47
